,Date,Time,CO(GT),C6H6(GT),NOx(GT),NO2(GT)
8116,2/11/05,22:00:00,4.0,13.0,550,213
8117,2/11/05,23:00:00,3.6,12.6,422,192
8118,2/12/05,0:00:00,4.2,14.2,541,211
8119,2/12/05,1:00:00,4.3,12.9,599,229
8120,2/12/05,2:00:00,3.6,9.7,490,216
8121,2/12/05,3:00:00,2.5,5.9,-200,-200
8122,2/12/05,4:00:00,-200.0,5.5,223,146
8123,2/12/05,5:00:00,1.4,6.6,214,136
8124,2/12/05,6:00:00,1.4,7.3,274,156
8125,2/12/05,7:00:00,1.6,8.8,338,176
8126,2/12/05,8:00:00,2.3,11.9,496,224
8127,2/12/05,9:00:00,2.4,12.0,433,207
8128,2/12/05,10:00:00,2.7,11.9,496,221
8129,2/12/05,11:00:00,3.4,16.2,615,229
8130,2/12/05,12:00:00,3.1,17.6,551,208
8131,2/12/05,13:00:00,3.6,17.6,575,207
8132,2/12/05,14:00:00,3.8,17.5,575,216
8133,2/12/05,15:00:00,3.3,15.7,574,224
8134,2/12/05,16:00:00,3.4,16.7,582,225
8135,2/12/05,17:00:00,3.7,17.1,658,227
8136,2/12/05,18:00:00,4.6,23.0,851,248
8137,2/12/05,19:00:00,5.0,24.6,903,251
8138,2/12/05,20:00:00,5.7,26.8,952,265
8139,2/12/05,21:00:00,5.2,23.2,894,262
8140,2/12/05,22:00:00,5.0,22.0,839,241
8141,2/12/05,23:00:00,4.5,20.4,743,231
8142,2/13/05,0:00:00,4.1,18.0,671,229
8143,2/13/05,1:00:00,4.1,18.5,689,221
8144,2/13/05,2:00:00,3.1,13.3,478,180
8145,2/13/05,3:00:00,2.7,11.3,-200,-200
8146,2/13/05,4:00:00,2.8,12.5,345,140
8147,2/13/05,5:00:00,2.9,11.5,373,153
8148,2/13/05,6:00:00,2.6,10.9,324,150
8149,2/13/05,7:00:00,2.6,10.7,341,145
8150,2/13/05,8:00:00,2.8,11.9,424,149
8151,2/13/05,9:00:00,3.3,13.4,522,155
8152,2/13/05,10:00:00,3.2,13.0,492,158
8153,2/13/05,11:00:00,3.3,11.2,492,188
8154,2/13/05,12:00:00,1.5,5.5,204,154
8155,2/13/05,13:00:00,1.2,4.9,142,107
8156,2/13/05,14:00:00,1.1,6.5,118,92
8157,2/13/05,15:00:00,1.7,8.4,126,106
8158,2/13/05,16:00:00,1.0,4.4,115,90
8159,2/13/05,17:00:00,1.0,4.3,137,100
8160,2/13/05,18:00:00,2.6,11.6,212,132
8161,2/13/05,19:00:00,2.5,9.0,354,211
8162,2/13/05,20:00:00,2.1,7.8,331,179
8163,2/13/05,21:00:00,1.0,3.7,141,116
8164,2/13/05,22:00:00,1.3,5.3,228,143
8165,2/13/05,23:00:00,1.5,5.6,228,142
8166,2/14/05,0:00:00,1.4,5.3,203,135
8167,2/14/05,1:00:00,1.6,6.0,215,136
8168,2/14/05,2:00:00,1.1,4.0,142,109
8169,2/14/05,3:00:00,0.7,2.8,-200,-200
8170,2/14/05,4:00:00,0.5,1.8,66,62
8171,2/14/05,5:00:00,0.4,1.5,54,49
8172,2/14/05,6:00:00,0.7,2.9,121,81
8173,2/14/05,7:00:00,0.7,2.2,141,104
8174,2/14/05,8:00:00,2.3,11.4,388,176
8175,2/14/05,9:00:00,2.5,9.5,366,193
8176,2/14/05,10:00:00,1.7,11.6,254,168
8177,2/14/05,11:00:00,2.5,33.9,164,123
8178,2/14/05,12:00:00,2.1,7.6,142,111
8179,2/14/05,13:00:00,1.1,7.0,162,120
8180,2/14/05,14:00:00,1.3,6.9,177,123
8181,2/14/05,15:00:00,1.1,5.8,157,115
8182,2/14/05,16:00:00,1.1,5.2,162,120
8183,2/14/05,17:00:00,1.4,6.4,209,140
8184,2/14/05,18:00:00,2.3,11.9,304,185
8185,2/14/05,19:00:00,4.2,17.4,484,212
8186,2/14/05,20:00:00,3.5,14.7,399,200
8187,2/14/05,21:00:00,3.0,10.0,390,191
8188,2/14/05,22:00:00,1.7,6.6,287,169
8189,2/14/05,23:00:00,1.6,6.6,202,139
8190,2/15/05,0:00:00,1.0,3.1,126,102
8191,2/15/05,1:00:00,0.8,2.2,87,76
8192,2/15/05,2:00:00,0.6,1.3,59,56
8193,2/15/05,3:00:00,0.4,1.1,-200,-200
8194,2/15/05,4:00:00,-200.0,0.5,31,30
8195,2/15/05,5:00:00,0.3,0.5,28,28
8196,2/15/05,6:00:00,0.4,1.3,64,56
8197,2/15/05,7:00:00,0.5,2.5,123,94
8198,2/15/05,8:00:00,1.5,6.7,363,196
8199,2/15/05,9:00:00,2.1,8.0,416,220
8200,2/15/05,10:00:00,1.6,5.3,286,168
8201,2/15/05,11:00:00,1.0,3.3,198,133
8202,2/15/05,12:00:00,1.2,4.4,216,134
8203,2/15/05,13:00:00,1.3,5.5,211,138
8204,2/15/05,14:00:00,1.4,4.8,199,135
8205,2/15/05,15:00:00,1.0,3.5,161,111
8206,2/15/05,16:00:00,1.4,4.9,218,124
8207,2/15/05,17:00:00,1.5,6.6,252,158
8208,2/15/05,18:00:00,2.4,12.3,337,181
8209,2/15/05,19:00:00,2.8,14.1,357,185
8210,2/15/05,20:00:00,3.1,14.2,410,187
8211,2/15/05,21:00:00,3.1,11.6,445,196
8212,2/15/05,22:00:00,2.0,8.2,314,174
8213,2/15/05,23:00:00,2.1,9.2,366,182
8214,2/16/05,0:00:00,1.9,8.3,336,182
8215,2/16/05,1:00:00,2.5,10.7,387,193
8216,2/16/05,2:00:00,2.0,8.0,320,174
8217,2/16/05,3:00:00,1.4,5.9,-200,-200
8218,2/16/05,4:00:00,1.1,4.5,237,142
8219,2/16/05,5:00:00,0.8,3.8,224,137
8220,2/16/05,6:00:00,0.9,5.1,237,140
8221,2/16/05,7:00:00,1.6,8.8,454,201
8222,2/16/05,8:00:00,3.6,16.1,854,288
8223,2/16/05,9:00:00,3.3,13.4,758,260
8224,2/16/05,10:00:00,2.1,9.0,428,206
8225,2/16/05,11:00:00,1.3,5.0,205,98
8226,2/16/05,12:00:00,1.1,4.3,205,138
8227,2/16/05,13:00:00,1.5,6.3,226,139
8228,2/16/05,14:00:00,1.5,6.0,199,137
8229,2/16/05,15:00:00,1.6,5.7,253,155
8230,2/16/05,16:00:00,1.5,5.6,259,155
8231,2/16/05,17:00:00,1.6,7.0,252,148
8232,2/16/05,18:00:00,2.2,9.5,313,153
8233,2/16/05,19:00:00,3.4,15.9,433,171
8234,2/16/05,20:00:00,5.6,24.7,611,227
8235,2/16/05,21:00:00,5.2,16.8,626,251
8236,2/16/05,22:00:00,2.8,10.7,408,216
8237,2/16/05,23:00:00,2.4,8.3,357,200
8238,2/17/05,0:00:00,2.7,11.0,375,192
8239,2/17/05,1:00:00,2.6,7.4,326,187
8240,2/17/05,2:00:00,2.3,7.9,326,173
8241,2/17/05,3:00:00,1.0,3.6,-200,-200
8242,2/17/05,4:00:00,0.6,1.7,72,64
8243,2/17/05,5:00:00,0.5,1.0,49,46
8244,2/17/05,6:00:00,0.5,1.1,59,51
8245,2/17/05,7:00:00,1.0,4.0,220,115
8246,2/17/05,8:00:00,2.6,9.7,602,238
8247,2/17/05,9:00:00,2.7,10.6,485,202
8248,2/17/05,10:00:00,1.8,5.4,295,167
8249,2/17/05,11:00:00,1.2,3.9,217,139
8250,2/17/05,12:00:00,1.3,4.4,236,147
8251,2/17/05,13:00:00,1.4,5.0,196,130
8252,2/17/05,14:00:00,1.8,6.8,233,143
8253,2/17/05,15:00:00,1.3,4.8,207,143
8254,2/17/05,16:00:00,1.4,5.0,198,136
8255,2/17/05,17:00:00,1.4,5.2,212,143
8256,2/17/05,18:00:00,2.4,10.0,280,177
8257,2/17/05,19:00:00,2.8,11.1,315,198
8258,2/17/05,20:00:00,3.3,12.9,378,200
8259,2/17/05,21:00:00,2.5,7.8,320,191
8260,2/17/05,22:00:00,2.1,6.3,265,169
8261,2/17/05,23:00:00,1.2,2.8,129,106
8262,2/18/05,0:00:00,1.2,3.3,129,105
8263,2/18/05,1:00:00,1.3,3.1,172,130
8264,2/18/05,2:00:00,1.0,2.1,100,82
8265,2/18/05,3:00:00,0.8,1.9,-200,-200
8266,2/18/05,4:00:00,-200.0,0.7,49,45
8267,2/18/05,5:00:00,0.4,0.8,36,35
8268,2/18/05,6:00:00,0.5,1.3,79,60
8269,2/18/05,7:00:00,0.7,1.8,128,90
8270,2/18/05,8:00:00,2.1,7.9,456,205
8271,2/18/05,9:00:00,2.5,9.8,477,199
8272,2/18/05,10:00:00,2.0,7.4,342,153
8273,2/18/05,11:00:00,1.4,5.3,254,163
8274,2/18/05,12:00:00,1.3,4.8,231,152
8275,2/18/05,13:00:00,1.4,5.6,213,146
8276,2/18/05,14:00:00,1.6,6.6,208,146
8277,2/18/05,15:00:00,1.7,6.7,270,134
8278,2/18/05,16:00:00,1.8,8.4,276,164
8279,2/18/05,17:00:00,2.4,10.3,375,141
8280,2/18/05,18:00:00,2.8,12.6,395,204
8281,2/18/05,19:00:00,3.3,16.0,421,210
8282,2/18/05,20:00:00,4.8,17.6,632,250
8283,2/18/05,21:00:00,2.8,10.1,424,202
8284,2/18/05,22:00:00,2.4,9.8,369,190
8285,2/18/05,23:00:00,2.9,11.5,484,236
8286,2/19/05,0:00:00,2.7,8.2,456,250
8287,2/19/05,1:00:00,2.1,6.8,373,219
8288,2/19/05,2:00:00,1.5,4.3,228,156
8289,2/19/05,3:00:00,1.2,3.9,-200,-200
8290,2/19/05,4:00:00,0.9,2.6,117,98
8291,2/19/05,5:00:00,0.8,2.4,108,89
8292,2/19/05,6:00:00,0.8,2.3,126,104
8293,2/19/05,7:00:00,1.1,4.5,235,148
8294,2/19/05,8:00:00,1.9,8.5,339,194
8295,2/19/05,9:00:00,2.5,9.0,399,231
8296,2/19/05,10:00:00,2.2,5.7,346,200
8297,2/19/05,11:00:00,2.1,6.9,407,217
8298,2/19/05,12:00:00,2.3,6.4,393,210
8299,2/19/05,13:00:00,1.2,3.5,166,126
8300,2/19/05,14:00:00,1.2,3.7,157,118
8301,2/19/05,15:00:00,1.1,2.9,141,114
8302,2/19/05,16:00:00,1.1,3.4,144,117
8303,2/19/05,17:00:00,1.4,5.3,191,140
8304,2/19/05,18:00:00,1.7,7.3,255,168
8305,2/19/05,19:00:00,2.5,10.0,379,202
8306,2/19/05,20:00:00,2.7,12.3,427,211
8307,2/19/05,21:00:00,3.1,11.8,509,231
8308,2/19/05,22:00:00,2.8,10.4,459,214
8309,2/19/05,23:00:00,1.9,7.7,293,181
8310,2/20/05,0:00:00,1.9,7.5,269,173
8311,2/20/05,1:00:00,1.7,6.1,244,169
8312,2/20/05,2:00:00,2.2,8.3,293,174
8313,2/20/05,3:00:00,1.6,5.1,-200,-200
8314,2/20/05,4:00:00,1.5,4.9,177,130
8315,2/20/05,5:00:00,0.8,1.9,81,72
8316,2/20/05,6:00:00,0.5,1.0,42,40
8317,2/20/05,7:00:00,0.5,1.1,61,56
8318,2/20/05,8:00:00,0.7,1.5,101,81
8319,2/20/05,9:00:00,0.7,1.6,98,81
8320,2/20/05,10:00:00,0.9,2.3,114,88
8321,2/20/05,11:00:00,1.0,2.5,118,94
8322,2/20/05,12:00:00,1.1,2.5,120,97
8323,2/20/05,13:00:00,1.1,2.8,151,112
8324,2/20/05,14:00:00,1.0,2.4,131,104
8325,2/20/05,15:00:00,1.1,3.3,145,107
8326,2/20/05,16:00:00,1.3,3.2,156,114
8327,2/20/05,17:00:00,1.2,2.8,151,115
8328,2/20/05,18:00:00,1.3,3.4,173,127
8329,2/20/05,19:00:00,1.1,2.9,154,119
8330,2/20/05,20:00:00,1.5,4.6,221,149
8331,2/20/05,21:00:00,1.4,3.8,193,140
8332,2/20/05,22:00:00,1.1,3.1,130,105
8333,2/20/05,23:00:00,1.3,3.7,156,116
8334,2/21/05,0:00:00,1.4,3.3,148,112
8335,2/21/05,1:00:00,1.1,2.1,93,80
8336,2/21/05,2:00:00,0.8,1.2,66,59
8337,2/21/05,3:00:00,0.6,0.7,-200,-200
8338,2/21/05,4:00:00,-200.0,0.5,38,36
8339,2/21/05,5:00:00,0.5,1.0,50,49
8340,2/21/05,6:00:00,0.6,2.1,77,63
8341,2/21/05,7:00:00,1.2,5.5,183,123
8342,2/21/05,8:00:00,2.2,10.9,256,164
8343,2/21/05,9:00:00,2.9,13.3,355,218
8344,2/21/05,10:00:00,2.9,9.6,491,254
8345,2/21/05,11:00:00,2.0,7.0,387,210
8346,2/21/05,12:00:00,1.7,6.6,384,208
8347,2/21/05,13:00:00,2.2,9.3,368,204
8348,2/21/05,14:00:00,1.8,7.9,258,172
8349,2/21/05,15:00:00,1.6,6.9,231,157
8350,2/21/05,16:00:00,1.9,8.6,290,181
8351,2/21/05,17:00:00,2.2,10.0,335,194
8352,2/21/05,18:00:00,2.2,8.8,293,193
8353,2/21/05,19:00:00,4.9,20.2,526,252
8354,2/21/05,20:00:00,6.3,19.7,607,283
8355,2/21/05,21:00:00,2.7,7.1,326,208
8356,2/21/05,22:00:00,1.4,4.4,188,143
8357,2/21/05,23:00:00,1.2,2.9,163,124
8358,2/22/05,0:00:00,0.8,2.1,102,89
8359,2/22/05,1:00:00,0.8,2.1,95,85
8360,2/22/05,2:00:00,0.7,1.1,71,66
8361,2/22/05,3:00:00,0.4,0.6,-200,-200
8362,2/22/05,4:00:00,0.4,0.5,46,46
8363,2/22/05,5:00:00,0.5,1.0,62,60
8364,2/22/05,6:00:00,0.9,2.6,170,117
8365,2/22/05,7:00:00,1.5,6.7,313,178
8366,2/22/05,8:00:00,3.8,16.7,687,295
8367,2/22/05,9:00:00,5.4,24.0,757,243
8368,2/22/05,10:00:00,3.5,15.0,559,255
8369,2/22/05,11:00:00,1.7,6.9,286,201
8370,2/22/05,12:00:00,2.0,9.1,324,208
8371,2/22/05,13:00:00,2.1,10.0,316,212
8372,2/22/05,14:00:00,3.0,12.9,407,238
8373,2/22/05,15:00:00,2.1,9.0,305,201
8374,2/22/05,16:00:00,2.5,10.9,360,218
8375,2/22/05,17:00:00,2.2,7.9,339,222
8376,2/22/05,18:00:00,2.4,10.2,304,206
8377,2/22/05,19:00:00,3.6,13.2,397,251
8378,2/22/05,20:00:00,2.6,8.1,270,190
8379,2/22/05,21:00:00,2.7,8.5,339,218
8380,2/22/05,22:00:00,1.4,3.6,190,150
8381,2/22/05,23:00:00,0.9,2.6,126,111
8382,2/23/05,0:00:00,1.5,4.3,189,142
8383,2/23/05,1:00:00,1.1,3.2,146,119
8384,2/23/05,2:00:00,0.8,1.8,98,87
8385,2/23/05,3:00:00,0.6,1.4,-200,-200
8386,2/23/05,4:00:00,0.6,1.2,75,70
8387,2/23/05,5:00:00,0.6,0.7,77,68
8388,2/23/05,6:00:00,0.6,1.0,72,66
8389,2/23/05,7:00:00,0.7,2.2,152,117
8390,2/23/05,8:00:00,1.7,7.7,337,197
8391,2/23/05,9:00:00,1.9,6.2,360,198
8392,2/23/05,10:00:00,1.4,3.8,243,167
8393,2/23/05,11:00:00,1.3,3.6,277,180
8394,2/23/05,12:00:00,1.2,3.7,266,169
8395,2/23/05,13:00:00,1.9,8.3,317,210
8396,2/23/05,14:00:00,2.5,10.1,375,232
8397,2/23/05,15:00:00,2.3,9.9,349,223
8398,2/23/05,16:00:00,2.3,9.2,377,224
8399,2/23/05,17:00:00,2.5,10.3,403,238
8400,2/23/05,18:00:00,2.8,11.4,422,249
8401,2/23/05,19:00:00,2.7,11.7,388,223
8402,2/23/05,20:00:00,3.1,12.6,431,244
8403,2/23/05,21:00:00,2.9,11.4,425,243
8404,2/23/05,22:00:00,2.6,9.6,391,226
8405,2/23/05,23:00:00,1.5,4.6,231,167
8406,2/24/05,0:00:00,1.6,4.7,248,172
8407,2/24/05,1:00:00,1.1,2.6,142,120
8408,2/24/05,2:00:00,0.9,2.9,117,100
8409,2/24/05,3:00:00,0.7,1.5,-200,-200
8410,2/24/05,4:00:00,-200.0,1.3,96,86
8411,2/24/05,5:00:00,0.6,1.2,87,81
8412,2/24/05,6:00:00,0.8,3.0,197,131
8413,2/24/05,7:00:00,1.5,5.5,290,170
8414,2/24/05,8:00:00,3.1,12.9,621,267
8415,2/24/05,9:00:00,3.8,14.5,645,269
8416,2/24/05,10:00:00,2.7,9.0,573,244
8417,2/24/05,11:00:00,1.8,6.5,414,232
8418,2/24/05,12:00:00,1.4,5.4,314,196
8419,2/24/05,13:00:00,1.7,7.4,317,195
8420,2/24/05,14:00:00,1.9,7.7,290,189
8421,2/24/05,15:00:00,2.2,10.7,385,212
8422,2/24/05,16:00:00,3.0,13.3,507,267
8423,2/24/05,17:00:00,3.0,13.2,534,262
8424,2/24/05,18:00:00,3.9,17.5,601,270
8425,2/24/05,19:00:00,4.0,17.7,583,260
8426,2/24/05,20:00:00,3.9,17.5,551,265
8427,2/24/05,21:00:00,3.5,14.1,547,262
8428,2/24/05,22:00:00,2.4,8.4,385,227
8429,2/24/05,23:00:00,2.1,7.9,318,192
8430,2/25/05,0:00:00,2.5,8.1,356,202
8431,2/25/05,1:00:00,2.1,7.1,326,189
8432,2/25/05,2:00:00,1.5,5.2,233,157
8433,2/25/05,3:00:00,1.1,3.4,-200,-200
8434,2/25/05,4:00:00,1.0,3.4,116,97
8435,2/25/05,5:00:00,0.8,2.1,120,100
8436,2/25/05,6:00:00,1.0,4.1,228,146
8437,2/25/05,7:00:00,1.4,6.1,303,175
8438,2/25/05,8:00:00,3.6,18.7,-200,-200
8439,2/25/05,9:00:00,5.8,27.9,-200,-200
8440,2/25/05,10:00:00,4.2,17.8,529,190
8441,2/25/05,11:00:00,3.3,11.8,615,166
8442,2/25/05,12:00:00,1.7,6.6,298,153
8443,2/25/05,13:00:00,2.1,8.4,317,167
8444,2/25/05,14:00:00,2.2,7.6,305,137
8445,2/25/05,15:00:00,1.8,6.7,253,140
8446,2/25/05,16:00:00,2.0,7.9,296,150
8447,2/25/05,17:00:00,2.3,8.4,293,152
8448,2/25/05,18:00:00,2.8,12.1,353,177
8449,2/25/05,19:00:00,3.4,12.6,399,189
8450,2/25/05,20:00:00,4.0,13.6,454,195
8451,2/25/05,21:00:00,2.3,8.1,356,179
8452,2/25/05,22:00:00,2.7,11.2,473,188
8453,2/25/05,23:00:00,2.7,10.1,482,170
8454,2/26/05,0:00:00,2.8,8.8,443,161
8455,2/26/05,1:00:00,2.1,6.8,373,145
8456,2/26/05,2:00:00,1.9,6.4,320,136
8457,2/26/05,3:00:00,2.1,6.7,-200,-200
8458,2/26/05,4:00:00,1.7,5.2,233,122
8459,2/26/05,5:00:00,1.3,3.6,161,115
8460,2/26/05,6:00:00,0.9,2.7,137,103
8461,2/26/05,7:00:00,1.0,1.9,144,108
8462,2/26/05,8:00:00,1.0,3.9,182,124
8463,2/26/05,9:00:00,1.5,4.1,227,133
8464,2/26/05,10:00:00,1.5,3.7,203,124
8465,2/26/05,11:00:00,1.4,3.6,179,116
8466,2/26/05,12:00:00,2.4,4.1,171,113
8467,2/26/05,13:00:00,2.8,4.5,181,117
8468,2/26/05,14:00:00,2.9,4.5,175,118
8469,2/26/05,15:00:00,2.6,2.9,148,108
8470,2/26/05,16:00:00,2.5,3.1,132,98
8471,2/26/05,17:00:00,2.7,3.9,162,117
8472,2/26/05,18:00:00,2.8,4.2,185,126
8473,2/26/05,19:00:00,3.0,5.2,234,142
8474,2/26/05,20:00:00,3.7,10.2,275,157
8475,2/26/05,21:00:00,3.5,8.1,272,161
8476,2/26/05,22:00:00,3.8,8.5,331,169
8477,2/26/05,23:00:00,4.3,10.7,347,166
8478,2/27/05,0:00:00,4.8,11.5,488,189
8479,2/27/05,1:00:00,4.2,9.5,404,184
8480,2/27/05,2:00:00,3.3,5.3,255,145
8481,2/27/05,3:00:00,3.0,5.8,-200,-200
8482,2/27/05,4:00:00,-200.0,4.6,174,119
8483,2/27/05,5:00:00,1.0,2.7,108,87
8484,2/27/05,6:00:00,0.9,3.1,107,77
8485,2/27/05,7:00:00,1.1,3.2,188,112
8486,2/27/05,8:00:00,1.1,3.6,225,118
8487,2/27/05,9:00:00,1.2,3.7,208,124
8488,2/27/05,10:00:00,1.7,6.4,270,144
8489,2/27/05,11:00:00,1.6,5.2,202,128
8490,2/27/05,12:00:00,1.4,3.9,168,120
8491,2/27/05,13:00:00,1.8,4.1,191,131
8492,2/27/05,14:00:00,1.1,2.5,149,115
8493,2/27/05,15:00:00,0.9,2.2,101,82
8494,2/27/05,16:00:00,1.1,2.3,134,100
8495,2/27/05,17:00:00,1.1,2.4,150,111
8496,2/27/05,18:00:00,1.2,2.9,188,132
8497,2/27/05,19:00:00,1.6,4.9,254,155
8498,2/27/05,20:00:00,2.6,6.8,324,181
8499,2/27/05,21:00:00,1.5,3.1,238,155
8500,2/27/05,22:00:00,1.0,2.1,128,105
8501,2/27/05,23:00:00,1.3,3.9,169,119
8502,2/28/05,0:00:00,1.6,3.8,215,150
8503,2/28/05,1:00:00,1.0,1.8,111,94
8504,2/28/05,2:00:00,0.6,1.0,60,56
8505,2/28/05,3:00:00,0.4,0.6,-200,-200
8506,2/28/05,4:00:00,0.3,0.4,29,28
8507,2/28/05,5:00:00,0.3,0.3,25,25
8508,2/28/05,6:00:00,0.3,0.2,34,31
8509,2/28/05,7:00:00,0.4,0.7,89,66
8510,2/28/05,8:00:00,1.0,2.6,212,111
8511,2/28/05,9:00:00,1.2,3.1,216,122
8512,2/28/05,10:00:00,1.0,2.3,191,115
8513,2/28/05,11:00:00,0.9,2.0,200,123
8514,2/28/05,12:00:00,0.8,2.0,164,119
8515,2/28/05,13:00:00,1.1,3.1,185,125
8516,2/28/05,14:00:00,1.0,2.9,156,110
8517,2/28/05,15:00:00,0.8,2.1,155,111
8518,2/28/05,16:00:00,0.9,2.5,158,114
8519,2/28/05,17:00:00,0.9,2.8,166,114
8520,2/28/05,18:00:00,2.0,6.7,268,140
8521,2/28/05,19:00:00,2.4,8.1,309,141
8522,2/28/05,20:00:00,2.5,7.4,297,142
8523,2/28/05,21:00:00,1.6,3.6,225,123
8524,2/28/05,22:00:00,0.9,1.9,122,90
8525,2/28/05,23:00:00,0.7,1.4,100,79
8526,3/1/05,0:00:00,0.6,1.2,86,69
8527,3/1/05,1:00:00,0.6,0.9,71,60
8528,3/1/05,2:00:00,0.4,0.6,39,37
8529,3/1/05,3:00:00,0.2,0.2,-200,-200
8530,3/1/05,4:00:00,0.2,0.2,29,27
8531,3/1/05,5:00:00,0.2,0.3,32,30
8532,3/1/05,6:00:00,0.2,0.3,37,33
8533,3/1/05,7:00:00,0.5,1.0,134,84
8534,3/1/05,8:00:00,1.5,5.2,358,147
8535,3/1/05,9:00:00,1.9,6.1,354,143
8536,3/1/05,10:00:00,1.4,3.6,284,122
8537,3/1/05,11:00:00,0.9,2.3,213,109
8538,3/1/05,12:00:00,0.7,1.9,174,95
8539,3/1/05,13:00:00,0.8,2.6,157,94
8540,3/1/05,14:00:00,1.0,3.1,178,102
8541,3/1/05,15:00:00,0.9,2.7,187,107
8542,3/1/05,16:00:00,1.0,3.0,198,113
8543,3/1/05,17:00:00,0.9,3.0,186,110
8544,3/1/05,18:00:00,1.4,5.0,203,116
8545,3/1/05,19:00:00,2.1,7.5,313,148
8546,3/1/05,20:00:00,2.8,9.5,342,156
8547,3/1/05,21:00:00,2.2,5.3,310,159
8548,3/1/05,22:00:00,1.0,2.4,165,116
8549,3/1/05,23:00:00,1.1,2.5,152,110
8550,3/2/05,0:00:00,0.9,2.2,141,102
8551,3/2/05,1:00:00,0.8,1.5,122,93
8552,3/2/05,2:00:00,0.6,1.3,79,67
8553,3/2/05,3:00:00,0.5,0.9,-200,-200
8554,3/2/05,4:00:00,-200.0,0.7,81,75
8555,3/2/05,5:00:00,0.4,0.9,77,73
8556,3/2/05,6:00:00,0.5,1.4,124,96
8557,3/2/05,7:00:00,0.7,3.5,159,110
8558,3/2/05,8:00:00,2.4,11.0,396,150
8559,3/2/05,9:00:00,2.8,12.4,479,169
8560,3/2/05,10:00:00,2.0,8.3,438,181
8561,3/2/05,11:00:00,2.2,8.9,466,187
8562,3/2/05,12:00:00,1.4,5.7,288,146
8563,3/2/05,13:00:00,1.2,5.5,205,131
8564,3/2/05,14:00:00,1.9,9.0,311,161
8565,3/2/05,15:00:00,1.3,6.3,246,143
8566,3/2/05,16:00:00,2.0,9.1,356,176
8567,3/2/05,17:00:00,2.0,8.4,397,178
8568,3/2/05,18:00:00,3.4,17.5,579,207
8569,3/2/05,19:00:00,5.1,23.3,819,240
8570,3/2/05,20:00:00,5.3,19.0,754,236
8571,3/2/05,21:00:00,2.8,11.1,473,199
8572,3/2/05,22:00:00,1.6,6.2,300,170
8573,3/2/05,23:00:00,1.4,5.0,235,153
8574,3/3/05,0:00:00,1.4,5.3,207,140
8575,3/3/05,1:00:00,1.4,4.2,204,138
8576,3/3/05,2:00:00,1.1,3.5,155,117
8577,3/3/05,3:00:00,0.9,3.0,-200,-200
8578,3/3/05,4:00:00,1.0,4.1,179,119
8579,3/3/05,5:00:00,1.0,4.0,143,108
8580,3/3/05,6:00:00,1.2,5.1,212,121
8581,3/3/05,7:00:00,1.4,6.7,263,136
8582,3/3/05,8:00:00,3.0,15.6,648,175
8583,3/3/05,9:00:00,4.2,17.1,717,211
8584,3/3/05,10:00:00,2.1,8.8,389,186
8585,3/3/05,11:00:00,2.0,6.9,438,177
8586,3/3/05,12:00:00,1.6,5.4,282,147
8587,3/3/05,13:00:00,1.4,4.9,268,150
8588,3/3/05,14:00:00,1.6,5.3,248,148
8589,3/3/05,15:00:00,1.5,5.4,272,151
8590,3/3/05,16:00:00,1.7,5.5,291,151
8591,3/3/05,17:00:00,1.9,7.5,363,165
8592,3/3/05,18:00:00,3.8,16.7,660,197
8593,3/3/05,19:00:00,5.4,18.2,907,228
8594,3/3/05,20:00:00,4.2,15.5,639,196
8595,3/3/05,21:00:00,3.8,10.9,574,192
8596,3/3/05,22:00:00,2.3,8.7,373,161
8597,3/3/05,23:00:00,2.1,7.3,330,156
8598,3/4/05,0:00:00,2.3,7.5,336,158
8599,3/4/05,1:00:00,2.3,6.8,347,154
8600,3/4/05,2:00:00,1.7,4.7,241,138
8601,3/4/05,3:00:00,1.2,2.5,-200,-200
8602,3/4/05,4:00:00,0.6,1.3,96,92
8603,3/4/05,5:00:00,0.9,2.2,147,103
8604,3/4/05,6:00:00,1.1,3.6,210,117
8605,3/4/05,7:00:00,1.9,7.5,409,139
8606,3/4/05,8:00:00,3.7,16.8,719,167
8607,3/4/05,9:00:00,6.1,28.0,959,205
8608,3/4/05,10:00:00,4.6,15.8,744,216
8609,3/4/05,11:00:00,3.3,15.5,583,192
8610,3/4/05,12:00:00,3.3,14.9,597,188
8611,3/4/05,13:00:00,3.4,16.4,550,189
8612,3/4/05,14:00:00,3.6,15.6,499,192
8613,3/4/05,15:00:00,3.9,16.1,470,194
8614,3/4/05,16:00:00,4.8,16.6,568,217
8615,3/4/05,17:00:00,3.9,15.9,525,178
8616,3/4/05,18:00:00,3.6,13.3,481,183
8617,3/4/05,19:00:00,3.6,14.9,414,189
8618,3/4/05,20:00:00,4.6,18.5,565,225
8619,3/4/05,21:00:00,2.3,7.9,303,175
8620,3/4/05,22:00:00,1.6,5.0,221,153
8621,3/4/05,23:00:00,1.8,6.5,260,156
8622,3/5/05,0:00:00,2.2,6.0,327,172
8623,3/5/05,1:00:00,2.1,6.8,344,164
8624,3/5/05,2:00:00,1.7,4.0,270,157
8625,3/5/05,3:00:00,1.5,4.4,-200,-200
8626,3/5/05,4:00:00,-200.0,4.0,191,136
8627,3/5/05,5:00:00,1.1,3.5,136,110
8628,3/5/05,6:00:00,1.1,4.3,194,128
8629,3/5/05,7:00:00,0.8,2.0,168,132
8630,3/5/05,8:00:00,1.3,6.1,254,156
